OID,OBJECTID_1,MIN,MAX,RANGE,MEAN,STD
25,TUA2-1,0.785182595,0.880060494,0.094877899,0.864311449,0.010871578
26,TUA2-2,0.798639476,0.882018089,0.083378613,0.861029732,0.013213259
27,TUA2-3,0.833221614,0.892555058,0.059333444,0.866930814,0.009935799
28,TUA2-4,0.751077414,0.886963308,0.135885894,0.862565474,0.017938968
29,TUA2-5,0.709962428,0.884953618,0.17499119,0.859035074,0.023583494
30,TUA2-6,0.726171553,0.891554832,0.165383279,0.861656192,0.018943128
31,TUA2-7,0.715171158,0.887013495,0.171842337,0.857553448,0.028856761
32,TUA2-8,0.798113704,0.885894835,0.087781131,0.862090474,0.013418745
33,TUA2-9,0.800832212,0.8882761,0.087443888,0.859001501,0.015206246
34,TUA2-10,0.803225636,0.892197788,0.088972151,0.856708675,0.018723903
35,TUA2-11,0.807262003,0.889230967,0.081968963,0.867512214,0.013819723
36,TUA2-12,0.79773736,0.896887004,0.099149644,0.865688959,0.014225762
37,TUB2-1,0.854368627,0.877196431,0.022827804,0.865510186,0.005498379
38,TUB2-2,0.841865301,0.886807442,0.044942141,0.866736197,0.008235681
39,TUB2-3,0.821091354,0.887813628,0.066722274,0.864562041,0.010619338
40,TUB2-4,0.821392119,0.884441078,0.063048959,0.8626432,0.011870141
41,TUB2-5,0.79157269,0.897736847,0.106164157,0.864268068,0.011729445
42,TUB2-6,0.834175169,0.887022257,0.052847087,0.867243135,0.010250576
43,TUB2-7,0.837134361,0.890807509,0.053673148,0.868420378,0.012455689
44,TUB2-8,0.840198755,0.890718162,0.050519407,0.868787627,0.010354834
45,TUA3-1,0.80400759,0.890428185,0.086420596,0.867672237,0.013801287
46,TUA3-2,0.814601362,0.89895612,0.084354758,0.865290154,0.013597689
47,TUA3-3,0.815068483,0.890861511,0.075793028,0.864149457,0.012910623
48,TUA3-4,0.766348422,0.889832318,0.123483896,0.860924861,0.016528763
49,TUA3-5,0.782280684,0.889266849,0.106986165,0.859843272,0.017834943
50,TUA3-6,0.74751842,0.893491387,0.145972967,0.862632741,0.0176382
51,TUA3-7,0.80130744,0.892700613,0.091393173,0.863739662,0.013687501
52,TUA3-8,0.820006847,0.900033474,0.080026627,0.865720254,0.012359539
53,TUA3-9,0.784721851,0.893184602,0.108462751,0.863691216,0.017640939
54,TUA3-10,0.724021494,0.896700382,0.172678888,0.861848172,0.022278342
55,TUA3-11,0.810022473,0.89272064,0.082698166,0.863564777,0.014041861
56,TUB3-3,0.857384264,0.889918208,0.032533944,0.870213437,0.0095074
57,TUB3-4,0.85111326,0.896126628,0.045013368,0.873224599,0.008767923
58,TUB3-5,0.845170915,0.894907355,0.04973644,0.869500166,0.011433158
59,TUB3-6,0.822720766,0.887823641,0.065102875,0.867191076,0.012640153
60,TUB3-7,0.842361152,0.882367671,0.040006518,0.863426365,0.011158733
61,TUB3-8,0.825908184,0.884476423,0.058568239,0.859837238,0.013255588
62,TUB3-9,0.743165076,0.89110893,0.147943854,0.855362803,0.021566356
63,TUB3-10,0.718585849,0.887085915,0.168500066,0.849297951,0.029333354
64,TUB3-11,0.808322012,0.909741759,0.101419747,0.853217172,0.016954315
65,TUB3-12,0.813891888,0.883117974,0.069226086,0.858028855,0.01435904
66,TDA1-1,0.703405201,0.91152972,0.208124518,0.869024778,0.014602353
67,TDA1-2,0.801371932,0.90308857,0.101716638,0.866674025,0.015241505
68,TDA1-3,0.708631098,0.900539935,0.191908836,0.863450232,0.019784401
69,TDA1-4,0.764223337,0.901420295,0.137196958,0.861012969,0.019242046
70,TDA1-5,0.692525744,0.901732504,0.20920676,0.856393055,0.022396787
71,TDA1-6,0.740566075,0.895446002,0.154879928,0.854716095,0.021742199
72,TDA1-7,0.688029051,0.905768692,0.217739642,0.856126258,0.020124973
73,TDA1-8,0.810293257,0.897848308,0.087555051,0.855767583,0.017501212
74,TDA1-9,0.769730747,0.910447776,0.14071703,0.859212449,0.017935039
75,TDA1-10,0.777069628,0.894782007,0.117712379,0.857879582,0.019434275
76,TDA1-11,0.772555053,0.899982691,0.127427638,0.852748389,0.020879798
77,TDB1-1,0.709840477,0.901423037,0.191582561,0.873271134,0.013902874
78,TDB1-2,0.82635504,0.899321079,0.072966039,0.873679806,0.011461022
79,TDB1-3,0.726106286,0.900918186,0.1748119,0.869373309,0.022678112
80,TDB1-4,0.591770768,0.900848448,0.30907768,0.86480522,0.037433293
81,TDB1-5,0.772836566,0.899140418,0.126303852,0.874467947,0.016129984
82,TDB1-6,0.812084615,0.901680589,0.089595973,0.876117472,0.015961348
83,TDB1-7,0.80816716,0.915597618,0.107430458,0.870328806,0.017087305
84,TDB1-8,0.837986946,0.905027986,0.067041039,0.863177273,0.012268006
85,TDB1-9,0.814710557,0.888888955,0.074178398,0.857488129,0.015858492
86,TDB1-10,0.821033239,0.889809191,0.068775952,0.858925885,0.015476216
87,TDA2-1,0.615611732,0.892008483,0.276396751,0.846414678,0.031073763
88,TDA2-2,0.632626414,0.893193483,0.260567069,0.849023669,0.036677648
89,TDA2-3,0.766356945,0.88971597,0.123359025,0.848650935,0.025953067
90,TDA2-4,0.71320498,0.88576895,0.17256397,0.842574821,0.030215637
91,TDA2-5,0.688356161,0.889971733,0.201615572,0.84031032,0.028719089
92,TDA2-6,0.73358041,0.887557685,0.153977275,0.83711716,0.030761454
93,TDA2-7,0.709257841,0.889122248,0.179864407,0.832468619,0.032635197
94,TDA2-8,0.632511318,0.885112822,0.252601504,0.830868993,0.034978832
95,TDA2-9,0.606697381,0.888649702,0.281952322,0.8017891,0.042304224
96,TDA2-10,0.720462859,0.877815545,0.157352686,0.810594944,0.037567666
97,TDB2-1,0.809909046,0.906088114,0.096179068,0.867482319,0.015027083
98,TDB2-2,0.805395603,0.918489516,0.113093913,0.860817302,0.019171408
99,TDB2-3,0.813593626,0.905671895,0.092078269,0.858461797,0.020113762
100,TDB2-4,0.811727464,0.907700479,0.095973015,0.858649131,0.019895253
101,TDB2-5,0.788577557,0.900198042,0.111620486,0.857971836,0.018957955
102,TDB2-6,0.773890853,0.903501987,0.129611135,0.858415368,0.019041118
103,TDB2-7,0.778325975,0.899447858,0.121121883,0.863597767,0.017146201
104,TDB2-8,0.718426526,0.905395985,0.186969459,0.860830961,0.021480191
105,TDB2-9,0.765232682,0.903042912,0.13781023,0.862276152,0.020616032
106,TDB2-10,0.762406051,0.912393987,0.149987936,0.866056137,0.018446182
107,TDA3-1,0.84559238,0.919859529,0.074267149,0.876669317,0.01280116
108,TDA3-2,0.774496138,0.914583147,0.140087008,0.876442644,0.0184012
109,TDA3-3,0.806655407,0.925512493,0.118857086,0.879049681,0.018494185
110,TDA3-4,0.636068165,0.918452621,0.282384455,0.847324431,0.05932959
111,TDA3-5,0.621742845,0.910794497,0.289051652,0.847576468,0.058859754
112,TDA3-6,0.560031772,0.904863417,0.344831645,0.859010272,0.043728387
113,TDA3-7,0.570966899,0.914386928,0.343420029,0.856043418,0.056704603
114,TDA3-8,0.588861942,0.909534693,0.32067275,0.858293444,0.05249122
115,TDA3-9,0.694974422,0.907761455,0.212787032,0.863070227,0.030561489
116,TSA1-1,0.679423273,0.925208569,0.245785296,0.875571143,0.018253133
117,TSA1-2,0.741461337,0.911889613,0.170428276,0.869807834,0.025678398
118,TSA1-3,0.721050799,0.915338099,0.1942873,0.873667716,0.020027176
119,TSA1-4,0.666946411,0.90557611,0.238629699,0.873231909,0.027767463
120,TSA1-5,0.696344614,0.910177767,0.213833153,0.873063889,0.024594687
121,TSA1-6,0.686060131,0.91574496,0.22968483,0.862918131,0.033636898
122,TSA1-7,0.74504739,0.905701816,0.160654426,0.8712139,0.02193734
123,TSA1-8,0.735455871,0.90639019,0.170934319,0.87404419,0.018211996
124,TSA1-9,0.744266987,0.915133834,0.170866847,0.870188594,0.022316869
125,TSA1-10,0.80096513,0.910987556,0.110022426,0.874170844,0.014653312
126,TSA1-11,0.802793801,0.924865901,0.122072101,0.875848003,0.013609373
127,TSA1-12,0.764223933,0.92161721,0.157393277,0.873353929,0.015618013
128,TSB1-1,0.619805515,0.915661931,0.295856416,0.864628657,0.03905701
129,TSB1-2,0.668417752,0.904682875,0.236265123,0.864885818,0.038286919
130,TSB1-3,0.693399191,0.909085631,0.21568644,0.871051247,0.028779038
131,TSB1-4,0.7439605,0.908828676,0.164868176,0.875859751,0.021694709
132,TSB1-5,0.757319748,0.910780966,0.153461218,0.874527747,0.021345501
133,TSB1-6,0.654257357,0.909617245,0.255359888,0.862358415,0.038849836
134,TSB1-7,0.703025043,0.906423092,0.203398049,0.861063063,0.034018793
135,TSB1-8,0.673371851,0.902496278,0.229124427,0.863971006,0.035000159
136,TSB1-9,0.666521788,0.913351119,0.246829331,0.864986195,0.039793245
137,TSB1-10,0.678714216,0.94745332,0.268739104,0.861865164,0.034898703
138,TSB1-11,0.633773208,0.937637925,0.303864717,0.866217544,0.036914615
139,TSB1-12,0.599310517,0.917010546,0.317700028,0.863797213,0.044981664
140,TSB1-13,0.624709189,0.914656639,0.28994745,0.860382063,0.045256137
141,TSB1-14,0.588512063,0.917563617,0.329051554,0.848752079,0.049442713
142,TSB1-15,0.606739998,0.919211626,0.312471628,0.854700862,0.042759377
143,TSA2-1,0.75203532,0.912071824,0.160036504,0.873448112,0.015950614
144,TSA2-2,0.799826682,0.904240847,0.104414165,0.872101539,0.013984069
145,TSA2-3,0.807093203,0.903084159,0.095990956,0.870523108,0.015247081
146,TSA2-4,0.808690488,0.913940012,0.105249524,0.871670015,0.013691654
147,TSA2-5,0.744813323,0.911713123,0.1668998,0.870237123,0.018379293
148,TSA2-6,0.756097555,0.902856588,0.146759033,0.869043525,0.019703186
149,TSA2-7,0.684905052,0.903977096,0.219072044,0.866882758,0.020114118
150,TSA2-8,0.782360435,0.90668875,0.124328315,0.867769394,0.017164641
151,TSA2-9,0.804371238,0.911610544,0.107239306,0.867768251,0.0160478
152,TSA2-10,0.820522547,0.909118533,0.088595986,0.868846998,0.014133976
153,TSB2-1,0.716112077,0.933749437,0.21763736,0.863761319,0.031497014
154,TSB2-2,0.755184472,0.914039731,0.158855259,0.875077573,0.022024333
155,TSB2-3,0.813818634,0.925994515,0.112175882,0.885585532,0.015824068
156,TSB2-4,0.841591358,0.923602283,0.082010925,0.889737106,0.014271182
157,TSB2-5,0.757270277,0.925898552,0.168628275,0.886369745,0.022010602
158,TSB2-6,0.769720018,0.915048242,0.145328224,0.883415385,0.022813255
159,TSB2-7,0.642174959,0.920358002,0.278183043,0.873414401,0.048142875
160,TSB2-8,0.623102427,0.917189837,0.29408741,0.872705712,0.046723405
161,TSB2-9,0.702817857,0.911688149,0.208870292,0.875640765,0.030219091
162,TSA3-1,0.686852872,0.899090707,0.212237835,0.855312332,0.035546311
163,TSA3-2,0.811607182,0.913103521,0.101496339,0.877630151,0.022403636
164,TSA3-3,0.797121346,0.909828305,0.112706959,0.871492068,0.020828561
165,TSA3-4,0.774837673,0.907550216,0.132712543,0.864682508,0.026406553
166,TSA3-5,0.760456324,0.922500014,0.162043691,0.871939183,0.031354305
167,TSA3-6,0.818550766,0.9286865,0.110135734,0.875234423,0.01934412
168,TSA3-7,0.753194749,0.924752533,0.171557784,0.873391678,0.027418318
169,TSB3-1,0.875038743,0.90283525,0.027796507,0.888399075,0.007392233
170,TSB3-2,0.856929958,0.906171203,0.049241245,0.88534417,0.011355956
171,TSB3-3,0.823771834,0.89523989,0.071468055,0.87621036,0.013929684
172,TSB3-4,0.84912467,0.898862839,0.049738169,0.86887762,0.013090445
173,TSB3-5,0.838974714,0.896219492,0.057244778,0.872838254,0.0134861
174,TSB3-6,0.824856937,0.898819089,0.073962152,0.866307993,0.014797591
175,TSB3-7,0.819912791,0.902825594,0.082912803,0.862539592,0.015206394
176,TSB3-8,0.813976824,0.890672624,0.0766958,0.860522821,0.014286493
177,TSB3-9,0.829867601,0.880697668,0.050830066,0.854643548,0.010927919
178,TSB3-10,0.786819398,0.884706974,0.097887576,0.848635977,0.015830588
179,TDB4-7,0.768834412,0.901093543,0.13225913,0.861767388,0.017601293
180,TDB4-6,0.835960209,0.860434949,0.02447474,0.846972724,0.01014081
181,TDB4-5,0.840548158,0.867145181,0.026597023,0.856156886,0.010746964
182,TDB4-4,0.852439046,0.855535865,0.003096819,0.853987455,0.001548409
183,TDB4-3,0.863718987,0.866210163,0.002491176,0.864964575,0.001245588
184,TDB4-2,0.8412292,0.841990709,0.000761509,0.841609955,0.000380754
185,TDA4-11,0.684693873,0.896757364,0.212063491,0.848757858,0.028073547
186,TDA4-12,0.76000005,0.891566336,0.131566286,0.841643301,0.030377676
187,TDA4-13,0.711515903,0.88337189,0.171855986,0.841318857,0.031330687
188,TDA4-14,0.710183501,0.893517733,0.183334231,0.837172388,0.034501842
189,TDA4-15,0.723095179,0.889126778,0.166031599,0.843669971,0.03066941
190,TD5-1,0.575874388,0.901359677,0.325485289,0.812721389,0.038057765
191,TD5-2,0.732526541,0.880036414,0.147509873,0.835650579,0.027699363
192,TD5-3,0.735557258,0.879659474,0.144102216,0.828236484,0.030229403
193,TD5-4,0.724472165,0.884120166,0.159648001,0.818760941,0.036554781
194,TD5-5,0.750680447,0.887732625,0.137052178,0.837287934,0.034713492
195,TD5-6,0.722417891,0.885590971,0.163173079,0.850329789,0.029061286
196,TD5-7,0.721346974,0.895351827,0.174004853,0.834730668,0.039107341
197,TD5-8,0.72700876,0.894655764,0.167647004,0.838938161,0.041117278
198,TD5-9,0.775062561,0.88668412,0.111621559,0.848864743,0.031394274
199,TD5-10,0.749763072,0.88768363,0.137920558,0.831638881,0.029575072
200,TD5-11,0.776431739,0.887452483,0.111020744,0.860121396,0.022198422
201,TD5-12,0.765853703,0.886672437,0.120818734,0.852967117,0.030948366
202,TD5-13,0.767100096,0.883918881,0.116818786,0.848635264,0.031034989
203,TDA4-2,0.832149804,0.8742342,0.042084396,0.862830806,0.015682239
204,TDA4-3,0.808277369,0.880077422,0.071800053,0.860069739,0.017354699
205,TDA4-4,0.75025183,0.875496745,0.125244915,0.833089631,0.033210196
206,TDA4-5,0.779649138,0.881836653,0.102187514,0.855099634,0.019035745
207,TDA4-6,0.822585762,0.888195395,0.065609634,0.862042559,0.012728485
208,TDA4-7,0.867940068,0.871274114,0.003334045,0.869607091,0.001667023
209,TDA4-8,0.848795235,0.876969278,0.028174043,0.865280635,0.008759846
210,TDA4-9,0.809946775,0.884847105,0.074900329,0.863966459,0.021184965
211,TD6-1,0.660085857,0.898209929,0.238124073,0.807851461,0.032891129
212,TD6-2,0.618727803,0.893408895,0.274681091,0.813961841,0.037280623
213,TD6-3,0.732876718,0.898427486,0.165550768,0.814046305,0.040622792
214,TD6-4,0.728088737,0.918357015,0.190268278,0.81213748,0.038018386
215,TD6-5,0.725403845,0.900569677,0.175165832,0.814138986,0.040160612
216,TD6-6,0.664822638,0.908246934,0.243424296,0.823952753,0.045087839
217,TD6-7,0.717836559,0.903384328,0.185547769,0.823015535,0.042715405
218,TD6-8,0.743106008,0.886280954,0.143174946,0.825073681,0.033080149
219,TD6-9,0.733706355,0.892110169,0.158403814,0.834011834,0.029759144
220,TD6-10,0.743386269,0.889300883,0.145914614,0.827885244,0.030396198
221,TTB1-1,0.541786134,0.945010245,0.403224111,0.848086827,0.043523301
222,TTB1-2,0.558849573,0.898844659,0.339995086,0.824154382,0.046621912
223,TTB1-3,0.703219771,0.901934028,0.198714256,0.869023658,0.025971667
224,TTB1-4,0.798770666,0.900515556,0.10174489,0.871375838,0.011715672
225,TTB1-5,0.8137604,0.912537813,0.098777413,0.87291064,0.012910416
226,TTB2-1,0.704784572,0.898107111,0.193322539,0.867972483,0.014501565
227,TTB2-2,0.731059015,0.897888839,0.166829824,0.861408836,0.014166101
228,TTB2-3,0.764344394,0.893324375,0.128979981,0.859118003,0.01404745
229,TTB2-4,0.758948267,0.891053617,0.13210535,0.854591214,0.017640451
230,TTB2-5,0.721174479,0.898586452,0.177411973,0.862672141,0.018324036
231,TTB2-6,0.780207694,0.893400311,0.113192618,0.865337473,0.011793439
232,TTB2-7,0.781424046,0.89404726,0.112623215,0.867283491,0.011488003
233,TTB2-8,0.639492273,0.893052638,0.253560364,0.863247228,0.019428614
234,TTB3-1,0.774468064,0.891431689,0.116963625,0.861388079,0.01645228
235,TTB3-2,0.781889021,0.901597917,0.119708896,0.866121461,0.021590194
236,TTB3-3,0.779050767,0.904999197,0.125948429,0.868689393,0.01623786
237,TTB3-4,0.793298721,0.895436704,0.102137983,0.875804127,0.011751505
238,TTB3-5,0.830227613,0.899278879,0.069051266,0.87690539,0.010134974
239,TTB3-6,0.847299159,0.900416315,0.053117156,0.881497216,0.007794648
240,TTB3-7,0.819804013,0.906308055,0.086504042,0.880859344,0.012404199
241,TTB3-8,0.835010648,0.890597701,0.055587053,0.87700926,0.010789567
242,TTB4-1,0.821616352,0.886507452,0.0648911,0.866005056,0.010609816
243,TTB4-2,0.830426931,0.900265813,0.069838881,0.869766,0.010211702
244,TTB4-3,0.803946972,0.900414944,0.096467972,0.868902182,0.012335476
245,TTB4-4,0.685506284,0.901387155,0.215880871,0.862337933,0.029383676
246,TTB4-5,0.726973712,0.906071603,0.179097891,0.867781933,0.016720987
247,TTB4-6,0.628220856,0.896137595,0.267916739,0.863571162,0.021860306
248,TTB4-7,0.7632038,0.895707965,0.132504165,0.865556658,0.01374605
249,TTB4-8,0.703290462,0.89621222,0.192921758,0.860909851,0.018287083
250,TTB4-9,0.665186584,0.893728793,0.228542209,0.855021028,0.028961533
251,TTB5-1,0.516737163,0.911155343,0.39441818,0.859549549,0.026859679
252,TTB5-2,0.714860737,0.90726161,0.192400873,0.854418108,0.022330919
253,TTB5-3,0.79015094,0.911710024,0.121559083,0.865400941,0.021677999
254,TTB5-4,0.705982804,0.903540075,0.197557271,0.864592786,0.021266015
255,TTB5-5,0.722388089,0.91633302,0.193944931,0.866695479,0.021875293
256,TTB5-6,0.693126023,0.918375552,0.225249529,0.863859746,0.028246201
257,TTB5-7,0.697521925,0.916325212,0.218803287,0.858369885,0.03149819
258,TTB5-8,0.713635087,0.899441361,0.185806274,0.847643619,0.028176508
259,TTB5-9,0.530312002,0.91050148,0.380189478,0.800543488,0.056754078
260,TTB5-10,0.587663114,1,0.412336886,0.824344174,0.047747932
261,TTB6-1,0.632900059,0.896754324,0.263854265,0.863992346,0.018354108
262,TTB6-2,0.544519186,0.893577814,0.349058628,0.858218731,0.027759325
263,TTB6-3,0.654166162,0.891757011,0.237590849,0.860459502,0.015812666
264,TTB6-4,0.780300796,0.894804478,0.114503682,0.862820213,0.011090788
265,TTB6-5,0.613499165,0.897062123,0.283562958,0.863694478,0.020592803
266,TTB6-6,0.622579575,0.892024815,0.26944524,0.863297012,0.023033848
267,TTB6-7,0.611021638,0.893631935,0.282610297,0.858018285,0.035162929
268,TTB6-8,0.626528859,0.89904654,0.272517681,0.857714515,0.032164281
269,TTB6-9,0.623684049,0.897451639,0.273767591,0.864214791,0.026588073
270,TTB7-1,0.757233083,0.896061838,0.138828754,0.863259511,0.011997725
271,TTB7-2,0.813303113,0.895183742,0.081880629,0.863631971,0.010640866
272,TTB7-3,0.667633533,0.893648088,0.226014555,0.863120482,0.01592499
273,TTB7-4,0.606536865,0.903192818,0.296655953,0.861016269,0.037041109
274,TTB7-5,0.658726096,0.896238327,0.237512231,0.862943528,0.01929799
275,TTB7-6,0.105995722,0.89285785,0.786862127,0.854992021,0.044933604
276,TTB7-7,0.146586463,0.894848168,0.748261705,0.807748433,0.160712722
277,TTB7-8,0.1840114,0.895661414,0.711650014,0.841428817,0.077679062
278,TTB7-9,0.654921591,0.892619193,0.237697601,0.857739693,0.030784485
279,TTB8-1,0.831189215,0.895923495,0.06473428,0.871790747,0.011035361
280,TTB8-2,0.85671258,0.891794443,0.035081863,0.871066283,0.010257711
281,TTB8-3,0.858607054,0.884705603,0.026098549,0.869580737,0.0067879
282,TTB8-4,0.843145907,0.900245786,0.057099879,0.875913472,0.011515002
283,TTB8-5,0.849532127,0.891488671,0.041956544,0.874616598,0.010081859
284,TTB8-6,0.842853129,0.893681943,0.050828815,0.870308345,0.011131823
285,TTB8-7,0.853966594,0.894504428,0.040537834,0.871924807,0.008876692
286,TTB8-8,0.758845389,0.896110535,0.137265146,0.863454603,0.025455045
287,TTB8-9,0.712340593,0.902888596,0.190548003,0.865623014,0.031381236
288,TTA1-3,0.73292166,0.885836959,0.152915299,0.822908278,0.028382924
289,TTA1-4,0.717912555,0.881495059,0.163582504,0.814614521,0.041381188
290,TTA1-5,0.759753644,0.878529072,0.118775427,0.830290946,0.041523112
291,TTA3-2,0.81588906,0.896068394,0.080179334,0.871127355,0.014534176
292,TTA3-3,0.638380527,0.90415132,0.265770793,0.857128048,0.043662316
293,TTA3-4,0.588919699,0.902119935,0.313200235,0.861952516,0.037357123
294,TTA3-5,0.721788526,0.906418145,0.184629619,0.864665885,0.02560594
295,TTA3-6,0.805664122,0.900463164,0.094799042,0.875037562,0.016235142
296,TTA3-7,0.747564554,0.903847456,0.156282902,0.868279104,0.019445515
297,TTA6-1,0.831185579,0.891073644,0.059888065,0.866462281,0.012326671
298,TTA6-2,0.821521521,0.90604645,0.08452493,0.871323741,0.010059108
299,TTA6-3,0.744411588,0.896501243,0.152089655,0.864696815,0.013463365
300,TTA6-4,0.832190454,0.895359755,0.063169301,0.86542128,0.011026696
301,TTA6-5,0.769435048,0.896901786,0.127466738,0.862024277,0.015757233
302,TTA6-6,0.70178628,0.896942675,0.195156395,0.861516595,0.022269824
303,TTA6-7,0.706995249,0.90361464,0.196619391,0.863426776,0.021920338
304,TTA6-8,0.815421641,0.898858964,0.083437324,0.867439426,0.012380623
305,TTA6-9,0.79061377,0.90404278,0.11342901,0.864154939,0.015898883
306,TTA6-10,0.746846616,0.900565445,0.153718829,0.868370835,0.012245325
307,TTA7-3,0.836761415,0.88050586,0.043744445,0.858427249,0.01087901
308,TTA7-4,0.702704847,0.888483346,0.185778499,0.8492053,0.032430681
309,TTA7-5,0.723627746,0.884896159,0.161268413,0.847839957,0.028002926
310,TTA7-6,0.795181215,0.891491592,0.096310377,0.862561972,0.010492833
311,TTA7-7,0.843049467,0.895224869,0.052175403,0.869776068,0.009492576
312,TTA7-8,0.825712681,0.903884709,0.078172028,0.871726764,0.01053484
313,TTA7-9,0.827709079,0.899551094,0.071842015,0.872215935,0.01183157
314,TTA7-10,0.841680944,0.902231216,0.060550272,0.874516887,0.010984963
