OID,OBJECTID_1,AREA,MIN,MAX,RANGE,MEAN,STD
310,TTA3-5,31287.22024,0.811705232,0.889206469,0.077501237,0.867883246,0.018527095
311,TTA3-6,31287.22024,0.857086957,0.892331362,0.035244405,0.877678323,0.008659447
312,TTA3-7,28605.45851,0.856544554,0.888878703,0.032334149,0.873832213,0.009841463
313,TTA5-1,30393.29967,0.831154227,0.884568274,0.053414047,0.864570579,0.012540179
314,TTA5-2,28605.45851,0.833052337,0.888305962,0.055253625,0.869710973,0.012077116
315,TTA5-3,32181.14082,0.857737303,0.895685494,0.037948191,0.877912641,0.010601517
316,TTA5-4,32181.14082,0.862048686,0.896986783,0.034938097,0.882659091,0.010357094
317,TTA5-5,33075.0614,0.845339239,0.898179948,0.05284071,0.876373202,0.011487874
318,TTA5-6,30393.29967,0.856476724,0.90076077,0.044284046,0.883925271,0.010908104
319,TTA5-7,33075.0614,0.866672933,0.911710024,0.045037091,0.891845827,0.009223303
320,TTA5-8,31287.22024,0.818775058,0.895706356,0.076931298,0.863929353,0.023137513
321,TTA6-1,28605.45851,0.841243446,0.881415188,0.040171742,0.8633768,0.010166193
322,TTA6-2,32181.14082,0.856060505,0.886029601,0.029969096,0.875306464,0.005906365
323,TTA6-3,31287.22024,0.855977952,0.87710917,0.021131217,0.867192568,0.006276582
324,TTA6-4,33075.0614,0.757233083,0.872519851,0.115286767,0.833861788,0.029937724
325,TTA6-5,32181.14082,0.855342925,0.887351811,0.032008886,0.871673685,0.007836826
326,TTA6-6,32181.14082,0.851814032,0.890578151,0.038764119,0.876071279,0.00872704
327,TTA6-7,32181.14082,0.821521521,0.885213673,0.063692153,0.86396977,0.011153023
328,TTA6-8,32181.14082,0.791818619,0.885615766,0.093797147,0.861064999,0.022496289
329,TTA6-9,33075.0614,0.850377142,0.884559512,0.03418237,0.870465987,0.008594768
330,TTA6-10,31287.22024,0.859656513,0.88615787,0.026501358,0.872797952,0.00717698
331,TTA7-1,32181.14082,0.688609481,0.882240295,0.193630815,0.846214847,0.036792136
332,TTA7-2,28605.45851,0.698349297,0.873612285,0.175262988,0.802832056,0.054953687
333,TTA7-3,32181.14082,0.845356345,0.892800272,0.047443926,0.863659584,0.009858684
334,TTA7-4,28605.45851,0.767338932,0.886014819,0.118675888,0.857507922,0.026985213
335,TTA7-5,31287.22024,0.786345124,0.88620013,0.099855006,0.850695852,0.022923485
336,TTA7-6,28605.45851,0.844004452,0.876331925,0.032327473,0.859938603,0.009328535
337,TTA7-7,31287.22024,0.840419531,0.866500795,0.026081264,0.853350496,0.006940262
338,TTA7-8,28605.45851,0.836761415,0.878985643,0.042224228,0.856459539,0.009929436
339,TTA7-9,32181.14082,0.842319131,0.893524706,0.051205575,0.864169685,0.011725892
340,TTA7-10,33075.0614,0.834504306,0.870801508,0.036297202,0.852406718,0.008373115
