ID,lat,lon,ele,time,magvar,geoidheight,name,cmt,desc,src,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,Proximity,Temperature,Depth,DisplayMode,Samples,Expiration,CreationTime
26,0.873160036,110.096678,524.067871,2017-10-03T01:01:54Z,,,TTA5-6,,,,Upland Game,user,,,,,,,,,,,SymbolAndName,,,2017-10-03T01:01:54Z
27,0.874986034,110.094413,491.949768,2017-10-03T01:43:07Z,,,TTA5-7,,,,Upland Game,user,,,,,,,,,,,SymbolAndName,,,2017-10-03T01:43:07Z
28,0.877460958,110.093387,487.234009,2017-10-03T02:19:03Z,,,TTA5-8,,,,Upland Game,user,,,,,,,,,,,SymbolAndName,,,2017-10-03T02:19:03Z
29,0.883520991,110.119816,231.606445,2017-10-03T22:36:15Z,,,TTA6-1,,,,Upland Game,user,,,,,,,,,,,SymbolAndName,,,2017-10-03T22:36:15Z
30,0.90646402,110.123175,240.684799,2017-10-04T02:34:26Z,,,TTA6-10,,,,Upland Game,user,,,,,,,,,,,SymbolAndName,,,2017-10-04T02:34:26Z
31,0.88537096,110.121851,237.074036,2017-10-03T23:06:16Z,,,TTA6-2,,,,Upland Game,user,,,,,,,,,,,SymbolAndName,,,2017-10-03T23:06:16Z
32,0.88801302,110.122588,251.868881,2017-10-03T23:31:25Z,,,TTA6-3,,,,Upland Game,user,,,,,,,,,,,SymbolAndName,,,2017-10-03T23:31:25Z
33,0.890697995,110.122625,231.287888,2017-10-03T23:58:09Z,,,TTA6-4,,,,Upland Game,user,,,,,,,,,,,SymbolAndName,,,2017-10-03T23:58:09Z
34,0.893462012,110.123209,254.478409,2017-10-04T00:25:10Z,,,TTA6-5,,,,Upland Game,user,,,,,,,,,,,SymbolAndName,,,2017-10-04T00:25:10Z
35,0.895744991,110.124712,254.538208,2017-10-04T00:49:05Z,,,TTA6-6,,,,Upland Game,user,,,,,,,,,,,SymbolAndName,,,2017-10-04T00:49:05Z
36,0.898463996,110.125448,261.002106,2017-10-04T01:15:52Z,,,TTA6-7,,,,Upland Game,user,,,,,,,,,,,SymbolAndName,,,2017-10-04T01:15:52Z
37,0.901086023,110.124759,255.857437,2017-10-04T01:44:06Z,,,TTA6-8,,,,Upland Game,user,,,,,,,,,,,SymbolAndName,,,2017-10-04T01:44:06Z
38,0.903637977,110.123661,253.17453,2017-10-04T02:07:58Z,,,TTA6-9,,,,Upland Game,user,,,,,,,,,,,SymbolAndName,,,2017-10-04T02:07:58Z
39,0.878449017,110.118743,218.388138,2017-10-04T22:21:22Z,,,TTA7-1,,,,Upland Game,user,,,,,,,,,,,SymbolAndName,,,2017-10-04T22:21:22Z
40,0.894473959,110.104403,281.010376,2017-10-05T02:21:52Z,,,TTA7-10,,,,Upland Game,user,,,,,,,,,,,SymbolAndName,,,2017-10-05T02:21:52Z
41,0.881631961,110.117916,230.465927,2017-10-04T22:51:01Z,,,TTA7-2,,,,Upland Game,user,,,,,,,,,,,SymbolAndName,,,2017-10-04T22:51:01Z
42,0.883397022,110.115771,230.629822,2017-10-04T23:17:45Z,,,TTA7-3,,,,Upland Game,user,,,,,,,,,,,SymbolAndName,,,2017-10-04T23:17:45Z
43,0.885898015,110.114706,238.504349,2017-10-04T23:45:40Z,,,TTA7-4,,,,Upland Game,user,,,,,,,,,,,SymbolAndName,,,2017-10-04T23:45:40Z
44,0.888558012,110.114138,249.022415,2017-10-05T00:11:12Z,,,TTA7-5,,,,Upland Game,user,,,,,,,,,,,SymbolAndName,,,2017-10-05T00:11:12Z
45,0.891295038,110.113917,247.148438,2017-10-05T00:36:58Z,,,TTA7-6,,,,Upland Game,user,,,,,,,,,,,SymbolAndName,,,2017-10-05T00:36:58Z
46,0.893520014,110.112375,255.287491,2017-10-05T01:02:11Z,,,TTA7-7,,,,Upland Game,user,,,,,,,,,,,SymbolAndName,,,2017-10-05T01:02:11Z
47,0.894564986,110.109898,262.909637,2017-10-05T01:29:12Z,,,TTA7-8,,,,Upland Game,user,,,,,,,,,,,SymbolAndName,,,2017-10-05T01:29:12Z
48,0.894584013,110.107101,285.739349,2017-10-05T01:56:43Z,,,TTA7-9,,,,Upland Game,user,,,,,,,,,,,SymbolAndName,,,2017-10-05T01:56:43Z
49,0.857965993,110.088399,536.557312,2017-09-27T22:43:38Z,,,TTB1-1,2017-09-28 5:43:38am,2017-09-28 5:43:38am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-09-27T22:43:38Z
50,0.860758005,110.087234,621.610474,2017-09-27T23:58:04Z,,,TTB1-2,2017-09-28 6:58:04am,2017-09-28 6:58:04am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-09-27T23:58:04Z
51,0.860088039,110.089797,754.51886,2017-09-28T00:50:33Z,,,TTB1-3,2017-09-28 7:50:33am,2017-09-28 7:50:33am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-09-28T00:50:33Z
52,0.858488018,110.092087,804.328979,2017-09-28T02:01:05Z,,,TTB1-4,2017-09-28 9:01:05am,2017-09-28 9:01:05am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-09-28T02:01:05Z
53,0.861200988,110.092839,960.237488,2017-11-04T02:24:26Z,,,TTB1-5,2017-11-04 9:24:26am,2017-11-04 9:24:26am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-11-04T02:24:26Z
54,0.851950971,110.085665,358.839569,2017-09-28T22:22:42Z,,,TTB2-1,2017-09-29 5:22:42am,2017-09-29 5:22:42am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-09-28T22:22:42Z
55,0.849672016,110.083987,307.934692,2017-09-28T23:08:34Z,,,TTB2-2,2017-09-29 6:08:34am,2017-09-29 6:08:34am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-09-28T23:08:34Z
56,0.846784031,110.083226,264.731445,2017-09-28T23:39:35Z,,,TTB2-3,2017-09-29 6:39:35am,2017-09-29 6:39:35am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-09-28T23:39:35Z
57,0.844962979,110.080964,225.469864,2017-09-29T00:27:07Z,,,TTB2-4,2017-09-29 7:27:07am,2017-09-29 7:27:07am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-09-29T00:27:07Z
58,0.843697982,110.07825,198.091568,2017-09-29T00:53:10Z,,,TTB2-5,2017-09-29 7:53:10am,2017-09-29 7:53:10am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-09-29T00:53:10Z
59,0.841631005,110.075998,182.930847,2017-09-29T01:27:33Z,,,TTB2-6,2017-09-29 8:27:33am,2017-09-29 8:27:33am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-09-29T01:27:33Z
60,0.839741975,110.073842,141.264481,2017-09-29T01:54:16Z,,,TTB2-7,2017-09-29 8:54:16am,2017-09-29 8:54:16am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-09-29T01:54:16Z
61,0.83774901,110.072592,102.709206,2017-09-29T02:20:27Z,,,TTB2-8,2017-09-29 9:20:27am,2017-09-29 9:20:27am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-09-29T02:20:27Z
62,0.851190984,110.08158,303.706604,2017-09-29T22:51:02Z,,,TTB3-1,2017-09-30 5:51:02am,2017-09-30 5:51:02am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-09-29T22:51:02Z
63,0.851705968,110.078898,323.240906,2017-09-29T23:23:11Z,,,TTB3-2,2017-09-30 6:23:11am,2017-09-30 6:23:11am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-09-29T23:23:11Z
64,0.851414027,110.075916,257.539337,2017-09-30T00:03:50Z,,,TTB3-3,2017-09-30 7:03:50am,2017-09-30 7:03:50am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-09-30T00:03:50Z
65,0.850189012,110.073463,246.108826,2017-09-30T00:37:06Z,,,TTB3-4,2017-09-30 7:37:06am,2017-09-30 7:37:06am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-09-30T00:37:06Z
66,0.848836005,110.070897,206.629654,2017-09-30T01:21:04Z,,,TTB3-5,2017-09-30 8:21:04am,2017-09-30 8:21:04am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-09-30T01:21:04Z
67,0.846566018,110.069352,151.665527,2017-09-30T01:51:17Z,,,TTB3-6,2017-09-30 8:51:17am,2017-09-30 8:51:17am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-09-30T01:51:17Z
68,0.844001994,110.068156,126.474655,2017-09-30T02:30:56Z,,,TTB3-7,2017-09-30 9:30:56am,2017-09-30 9:30:56am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-09-30T02:30:56Z
69,0.841420032,110.069784,144.029663,2017-11-06T02:16:01Z,,,TTB3-8,2017-11-06 9:16:01am,2017-11-06 9:16:01am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-11-06T02:16:01Z
70,0.852723029,110.088167,402.356659,2017-09-30T23:28:45Z,,,TTB4-1,2017-10-01 6:28:45am,2017-10-01 6:28:45am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-09-30T23:28:45Z
71,0.85053904,110.090267,414.820526,2017-09-30T23:58:02Z,,,TTB4-2,2017-10-01 6:58:02am,2017-10-01 6:58:02am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-09-30T23:58:02Z
72,0.846211966,110.092692,366.361938,2017-10-01T00:52:36Z,,,TTB4-3,2017-10-01 7:52:36am,2017-10-01 7:52:36am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-10-01T00:52:36Z
73,0.845155008,110.095294,358.324219,2017-10-01T01:20:19Z,,,TTB4-4,2017-10-01 8:20:19am,2017-10-01 8:20:19am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-10-01T01:20:19Z
74,0.843562027,110.097728,348.35437,2017-10-01T01:42:49Z,,,TTB4-5,2017-10-01 8:42:49am,2017-10-01 8:42:49am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-10-01T01:42:49Z
75,0.841314001,110.099359,302.739746,2017-10-01T02:10:09Z,,,TTB4-6,2017-10-01 9:10:09am,2017-10-01 9:10:09am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-10-01T02:10:09Z
76,0.839508958,110.101738,248.058472,2017-10-01T02:35:02Z,,,TTB4-7,2017-10-01 9:35:02am,2017-10-01 9:35:02am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-10-01T02:35:02Z
77,0.836844016,110.103058,200.039505,2017-11-07T01:47:02Z,,,TTB4-8,2017-11-07 8:47:02am,2017-11-07 8:47:02am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-11-07T01:47:02Z
78,0.834633959,110.105135,165.601318,2017-11-07T02:12:53Z,,,TTB4-9,2017-11-07 9:12:53am,2017-11-07 9:12:53am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-11-07T02:12:53Z
79,0.877575036,110.110446,187.826935,2017-10-02T22:20:40Z,,,TTB5-1,2017-10-03 5:20:40am,2017-10-03 5:20:40am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-10-02T22:20:40Z
80,0.882911962,110.08752,457.278625,2017-10-03T02:23:49Z,,,TTB5-10,2017-10-03 9:23:49am,2017-10-03 9:23:49am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-10-03T02:23:49Z
81,0.879101967,110.108008,228.867111,2017-10-02T22:46:13Z,,,TTB5-2,2017-10-03 5:46:13am,2017-10-03 5:46:13am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-10-02T22:46:13Z
82,0.879879976,110.105202,237.340424,2017-10-02T23:11:17Z,,,TTB5-3,2017-10-03 6:11:17am,2017-10-03 6:11:17am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-10-02T23:11:17Z
83,0.881496007,110.103046,259.47818,2017-10-02T23:36:41Z,,,TTB5-4,2017-10-03 6:36:41am,2017-10-03 6:36:41am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-10-02T23:36:41Z
84,0.883083036,110.100684,295.113098,2017-10-03T00:02:15Z,,,TTB5-5,2017-10-03 7:02:15am,2017-10-03 7:02:15am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-10-03T00:02:15Z
85,0.883730035,110.098066,321.12796,2017-10-03T00:27:39Z,,,TTB5-6,2017-10-03 7:27:39am,2017-10-03 7:27:39am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-10-03T00:27:39Z
86,0.882738037,110.09531,372.712402,2017-10-03T00:53:52Z,,,TTB5-7,2017-10-03 7:53:52am,2017-10-03 7:53:52am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-10-03T00:53:52Z
87,0.88157597,110.092571,448.503174,2017-10-03T01:22:21Z,,,TTB5-8,2017-10-03 8:22:21am,2017-10-03 8:22:21am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-10-03T01:22:21Z
88,0.881095016,110.089589,454.468536,2017-10-03T01:48:55Z,,,TTB5-9,2017-10-03 8:48:55am,2017-10-03 8:48:55am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-10-03T01:48:55Z
89,0.867988989,110.123876,268.294403,2017-10-04T01:12:36Z,,,TTB6 -6,2017-10-04 8:12:36am,2017-10-04 8:12:36am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-10-04T01:12:36Z
90,0.875631021,110.112471,178.364426,2017-10-03T16:34:25Z,,,TTB6-1,2017-10-03 11:34:25pm,2017-10-03 11:34:25pm,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-10-03T16:34:25Z
91,0.875004977,110.115364,181.833694,2017-10-03T23:04:44Z,,,TTB6-2,2017-10-04 6:04:44am,2017-10-04 6:04:44am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-10-03T23:04:44Z
92,0.874205008,110.118217,173.867264,2017-10-03T23:38:51Z,,,TTB6-3,2017-10-04 6:38:51am,2017-10-04 6:38:51am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-10-03T23:38:51Z
93,0.873367991,110.121007,173.817947,2017-10-04T00:19:51Z,,,TTB6-4,2017-10-04 7:19:51am,2017-10-04 7:19:51am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-10-04T00:19:51Z
94,0.870650997,110.122485,252.39592,2017-10-04T00:49:10Z,,,TTB6-5,2017-10-04 7:49:10am,2017-10-04 7:49:10am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-10-04T00:49:10Z
95,0.86798396,110.123876,268.273254,2017-10-04T01:12:42Z,,,TTB6-6,2017-10-04 8:12:42am,2017-10-04 8:12:42am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-10-04T01:12:42Z
96,0.865210975,110.124858,251.434723,2017-10-04T01:37:16Z,,,TTB6-7,2017-10-04 8:37:16am,2017-10-04 8:37:16am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-10-04T01:37:16Z
97,0.862325002,110.124087,236.727081,2017-10-04T02:04:22Z,,,TTB6-8,2017-10-04 9:04:22am,2017-10-04 9:04:22am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-10-04T02:04:22Z
98,0.859421007,110.124018,235.296524,2017-10-04T02:30:32Z,,,TTB6-9,2017-10-04 9:30:32am,2017-10-04 9:30:32am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-10-04T02:30:32Z
99,0.882353978,110.122419,221.649933,2017-10-04T22:41:32Z,,,TTB7-1,2017-10-05 5:41:32am,2017-10-05 5:41:32am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-10-04T22:41:32Z
100,0.88144999,110.125214,202.275803,2017-10-04T23:07:35Z,,,TTB7-2,2017-10-05 6:07:35am,2017-10-05 6:07:35am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-10-04T23:07:35Z
101,0.881715026,110.128107,207.965042,2017-10-04T23:34:12Z,,,TTB7-3,2017-10-05 6:34:12am,2017-10-05 6:34:12am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-10-04T23:34:12Z
102,0.87925896,110.129857,190.481033,2017-10-05T00:12:53Z,,,TTB7-4,2017-10-05 7:12:53am,2017-10-05 7:12:53am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-10-05T00:12:53Z
103,0.878774989,110.132646,176.290009,2017-10-05T00:44:48Z,,,TTB7-5,2017-10-05 7:44:48am,2017-10-05 7:44:48am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-10-05T00:44:48Z
104,0.878734002,110.135501,167.561569,2017-10-05T01:13:51Z,,,TTB7-6,2017-10-05 8:13:51am,2017-10-05 8:13:51am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-10-05T01:13:51Z
105,0.877579981,110.138074,156.864639,2017-10-05T01:40:41Z,,,TTB7-7,2017-10-05 8:40:41am,2017-10-05 8:40:41am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-10-05T01:40:41Z
106,0.874772966,110.138856,155.662659,2017-10-05T02:07:12Z,,,TTB7-8,2017-10-05 9:07:12am,2017-10-05 9:07:12am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-10-05T02:07:12Z
107,0.873686001,110.14138,140.160461,2017-10-05T02:39:10Z,,,TTB7-9,2017-10-05 9:39:10am,2017-10-05 9:39:10am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-10-05T02:39:10Z
108,0.871930998,110.107091,295.478455,2017-10-05T22:43:13Z,,,TTB8-1,2017-10-06 5:43:13am,2017-10-06 5:43:13am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-10-05T22:43:13Z
109,0.871179979,110.104382,343.856598,2017-10-05T23:21:56Z,,,TTB8-2,2017-10-06 6:21:56am,2017-10-06 6:21:56am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-10-05T23:21:56Z
110,0.869965022,110.101846,369.128052,2017-10-06T00:01:22Z,,,TTB8-3,2017-10-06 7:01:22am,2017-10-06 7:01:22am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-10-06T00:01:22Z
111,0.86776997,110.103716,379.319275,2017-10-06T00:33:39Z,,,TTB8-4,2017-10-06 7:33:39am,2017-10-06 7:33:39am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-10-06T00:33:39Z
112,0.86624396,110.106308,357.296997,2017-10-06T00:59:20Z,,,TTB8-5,2017-10-06 7:59:20am,2017-10-06 7:59:20am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-10-06T00:59:20Z
113,0.864286032,110.108389,284.25708,2017-10-06T01:26:07Z,,,TTB8-6,2017-10-06 8:26:07am,2017-10-06 8:26:07am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-10-06T01:26:07Z
114,0.862643011,110.110856,264.005249,2017-10-06T01:56:52Z,,,TTB8-7,2017-10-06 8:56:52am,2017-10-06 8:56:52am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-10-06T01:56:52Z
115,0.860795975,110.113256,230.170837,2017-10-06T02:23:38Z,,,TTB8-8,2017-10-06 9:23:38am,2017-10-06 9:23:38am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-10-06T02:23:38Z
116,0.859052036,110.11569,198.137527,2017-11-11T02:08:03Z,,,TTB8-9,2017-11-11 9:08:03am,2017-11-11 9:08:03am,,"Navaid, Red",user,,,,,,,,,,,SymbolAndName,,,2017-11-11T02:08:03Z
