OBJECTID,OBJECTID_1,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
60,TUB3-4,60,71,63468.3611,0.0801,0.0810,0.0009,0.0806,0.0002,5.7220
61,TUB3-5,61,76,67937.9640,0.0794,0.0804,0.0010,0.0800,0.0002,6.0768
62,TUB3-6,62,73,65256.2022,0.0784,0.0798,0.0014,0.0792,0.0003,5.7786
63,TUB3-7,63,47,42014.2672,0.0773,0.0789,0.0016,0.0781,0.0004,3.6726
64,TUB3-8,64,91,81346.7726,0.0762,0.0792,0.0029,0.0775,0.0007,7.0555
65,TUB3-9,65,68,60786.5993,0.0749,0.0778,0.0029,0.0761,0.0007,5.1716
66,TUB3-10,66,88,78665.0109,0.0737,0.0783,0.0046,0.0752,0.0011,6.6150
67,TUB3-11,67,75,67044.0434,0.0722,0.0756,0.0034,0.0734,0.0008,5.5023
68,TUB3-12,68,75,67044.0434,0.0705,0.0747,0.0042,0.0718,0.0009,5.3851
69,TDA1-1,69,879,785756.1884,0.0522,0.0554,0.0032,0.0543,0.0008,47.7421
70,TDA1-2,70,115,102800.8665,0.0512,0.0531,0.0019,0.0520,0.0004,5.9820
71,TDA1-3,71,110,98331.2636,0.0502,0.0527,0.0026,0.0511,0.0006,5.6255
72,TDA1-4,72,106,94755.5813,0.0492,0.0533,0.0041,0.0507,0.0010,5.3720
73,TDA1-5,73,135,120679.2781,0.0482,0.0535,0.0053,0.0500,0.0014,6.7552
74,TDA1-6,74,113,101013.0254,0.0468,0.0507,0.0039,0.0482,0.0009,5.4439
75,TDA1-7,75,119,106376.5488,0.0453,0.0514,0.0060,0.0471,0.0013,5.6067
76,TDA1-8,76,108,96543.4225,0.0439,0.0490,0.0052,0.0455,0.0011,4.9148
77,TDA1-9,77,106,94755.5813,0.0424,0.0491,0.0067,0.0446,0.0017,4.7244
78,TDA1-10,78,105,93861.6607,0.0411,0.0495,0.0084,0.0435,0.0020,4.5699
79,TDA1-11,79,118,105482.6283,0.0391,0.0455,0.0064,0.0413,0.0015,4.8774
80,TDB1-1,80,417,372764.8812,0.0521,0.0549,0.0028,0.0536,0.0007,22.3489
81,TDB1-2,81,118,105482.6283,0.0510,0.0533,0.0023,0.0519,0.0005,6.1242
82,TDB1-3,82,116,103694.7871,0.0498,0.0526,0.0028,0.0509,0.0006,5.9062
83,TDB1-4,83,116,103694.7871,0.0487,0.0520,0.0033,0.0499,0.0008,5.7891
84,TDB1-5,84,88,78665.0109,0.0481,0.0529,0.0048,0.0502,0.0014,4.4186
85,TDB1-6,85,88,78665.0109,0.0480,0.0531,0.0051,0.0504,0.0015,4.4349
86,TDB1-7,86,91,81346.7726,0.0477,0.0528,0.0051,0.0500,0.0015,4.5460
87,TDB1-8,87,39,34862.9026,0.0489,0.0524,0.0035,0.0507,0.0010,1.9785
88,TDB1-9,88,64,57210.9170,0.0483,0.0519,0.0036,0.0500,0.0010,3.1978
89,TDB1-10,89,89,79558.9315,0.0474,0.0514,0.0040,0.0489,0.0011,4.3551
90,TDA2-1,90,113,101013.0254,0.0374,0.0453,0.0079,0.0398,0.0018,4.4953
91,TDA2-2,91,110,98331.2636,0.0356,0.0437,0.0082,0.0381,0.0019,4.1921
92,TDA2-3,92,106,94755.5813,0.0338,0.0414,0.0076,0.0363,0.0018,3.8428
93,TDA2-4,93,103,92073.8196,0.0323,0.0422,0.0099,0.0355,0.0025,3.6568
94,TDA2-5,94,115,102800.8665,0.0303,0.0381,0.0078,0.0328,0.0017,3.7714
95,TDA2-6,95,121,108164.3900,0.0282,0.0388,0.0106,0.0313,0.0025,3.7925
96,TDA2-7,96,121,108164.3900,0.0265,0.0397,0.0132,0.0306,0.0034,3.7072
97,TDA2-8,97,113,101013.0254,0.0250,0.0395,0.0145,0.0292,0.0037,3.3000
98,TDA2-9,98,53,47377.7907,0.0243,0.0316,0.0073,0.0268,0.0020,1.4194
99,TDA2-10,99,86,76877.1697,0.0233,0.0339,0.0105,0.0271,0.0029,2.3274
100,TDB2-1,100,231,206495.6536,0.0524,0.0546,0.0022,0.0535,0.0005,12.3510
101,TDB2-2,101,100,89392.0578,0.0514,0.0530,0.0016,0.0521,0.0003,5.2133
102,TDB2-3,102,92,82240.6932,0.0505,0.0521,0.0016,0.0512,0.0004,4.7084
103,TDB2-4,103,98,87604.2167,0.0492,0.0520,0.0027,0.0502,0.0005,4.9230
104,TDB2-5,104,113,101013.0254,0.0481,0.0522,0.0040,0.0495,0.0009,5.5904
105,TDB2-6,105,119,106376.5488,0.0466,0.0513,0.0047,0.0482,0.0010,5.7351
106,TDB2-7,106,123,109952.2311,0.0453,0.0518,0.0066,0.0472,0.0015,5.8074
107,TDB2-8,107,108,96543.4225,0.0438,0.0504,0.0065,0.0458,0.0015,4.9496
108,TDB2-9,108,120,107270.4694,0.0421,0.0480,0.0058,0.0441,0.0013,5.2942
109,TDB2-10,109,119,106376.5488,0.0403,0.0477,0.0073,0.0425,0.0015,5.0553
110,TDA3-1,110,70,62574.4405,0.0487,0.0534,0.0047,0.0508,0.0013,3.5575
111,TDA3-2,111,88,78665.0109,0.0479,0.0535,0.0056,0.0498,0.0015,4.3851
112,TDA3-3,112,100,89392.0578,0.0464,0.0500,0.0036,0.0476,0.0007,4.7635
113,TDA3-4,113,97,86710.2961,0.0450,0.0484,0.0034,0.0464,0.0008,4.4996
114,TDA3-5,114,104,92967.7402,0.0435,0.0479,0.0043,0.0451,0.0011,4.6951
115,TDA3-6,115,109,97437.3430,0.0420,0.0473,0.0053,0.0438,0.0012,4.7725
116,TDA3-7,116,115,102800.8665,0.0402,0.0469,0.0067,0.0422,0.0015,4.8584
117,TDA3-8,117,111,99225.1842,0.0385,0.0455,0.0070,0.0406,0.0015,4.5039
118,TDA3-9,118,99,88498.1373,0.0371,0.0467,0.0096,0.0400,0.0025,3.9551
119,TSA1-1,119,883,789331.8707,0.0524,0.0599,0.0074,0.0551,0.0016,48.6920
120,TSA1-2,120,112,100119.1048,0.0515,0.0583,0.0068,0.0529,0.0014,5.9201
121,TSA1-3,121,116,103694.7871,0.0505,0.0546,0.0041,0.0515,0.0007,5.9761
122,TSA1-4,122,114,101906.9459,0.0494,0.0530,0.0036,0.0507,0.0008,5.7748
123,TSA1-5,123,113,101013.0254,0.0482,0.0520,0.0039,0.0494,0.0008,5.5868
124,TSA1-6,124,107,95649.5019,0.0468,0.0517,0.0048,0.0483,0.0010,5.1693
125,TSA1-7,125,119,106376.5488,0.0453,0.0506,0.0053,0.0470,0.0011,5.5965
126,TSA1-8,126,127,113527.9135,0.0436,0.0500,0.0064,0.0456,0.0013,5.7894
127,TSA1-9,127,117,104588.7077,0.0421,0.0491,0.0070,0.0442,0.0016,5.1757
128,TSA1-10,128,108,96543.4225,0.0405,0.0457,0.0053,0.0424,0.0013,4.5742
129,TSA1-11,129,100,89392.0578,0.0389,0.0460,0.0071,0.0409,0.0015,4.0926
130,TSA1-12,130,115,102800.8665,0.0369,0.0454,0.0085,0.0393,0.0017,4.5144
131,TSB1-1,131,484,432657.5600,0.0526,0.0632,0.0105,0.0569,0.0030,27.5483
132,TSB1-2,132,115,102800.8665,0.0517,0.0619,0.0102,0.0539,0.0023,6.1929
133,TSB1-3,133,118,105482.6283,0.0506,0.0616,0.0111,0.0534,0.0029,6.2973
134,TSB1-4,134,111,99225.1842,0.0493,0.0592,0.0099,0.0516,0.0021,5.7233
135,TSB1-5,135,110,98331.2636,0.0480,0.0588,0.0109,0.0510,0.0027,5.6086
136,TSB1-6,136,119,106376.5488,0.0465,0.0593,0.0128,0.0496,0.0030,5.9083
137,TSB1-7,137,113,101013.0254,0.0453,0.0597,0.0144,0.0497,0.0040,5.6141
138,TSB1-8,138,115,102800.8665,0.0439,0.0598,0.0159,0.0492,0.0046,5.6532
139,TSB1-9,139,113,101013.0254,0.0433,0.0605,0.0172,0.0510,0.0056,5.7667
140,TSB1-10,140,112,100119.1048,0.0415,0.0575,0.0160,0.0456,0.0040,5.1086
141,TSB1-11,141,114,101906.9459,0.0398,0.0563,0.0166,0.0444,0.0043,5.0610
142,TSB1-12,142,111,99225.1842,0.0384,0.0581,0.0197,0.0449,0.0057,4.9824
143,TSB1-13,143,113,101013.0254,0.0366,0.0561,0.0195,0.0421,0.0051,4.7567
144,TSB1-14,144,108,96543.4225,0.0352,0.0568,0.0216,0.0426,0.0063,4.5981
145,TSB1-15,145,117,104588.7077,0.0338,0.0565,0.0227,0.0413,0.0065,4.8343
146,TSA2-1,146,139,124254.9604,0.0346,0.0433,0.0087,0.0374,0.0019,5.1967
147,TSA2-2,147,117,104588.7077,0.0325,0.0418,0.0092,0.0354,0.0021,4.1425
148,TSA2-3,148,115,102800.8665,0.0308,0.0421,0.0113,0.0339,0.0025,3.8971
149,TSA2-4,149,122,109058.3106,0.0287,0.0375,0.0088,0.0314,0.0019,3.8322
150,TSA2-5,150,109,97437.3430,0.0268,0.0382,0.0114,0.0300,0.0027,3.2673
151,TSA2-6,151,118,105482.6283,0.0247,0.0334,0.0087,0.0275,0.0020,3.2400
152,TSA2-7,152,115,102800.8665,0.0227,0.0328,0.0101,0.0254,0.0020,2.9190
153,TSA2-8,153,122,109058.3106,0.0203,0.0302,0.0100,0.0231,0.0021,2.8200
154,TSA2-9,154,109,97437.3430,0.0189,0.0322,0.0134,0.0228,0.0035,2.4870
155,TSA2-10,155,113,101013.0254,0.0168,0.0253,0.0084,0.0194,0.0019,2.1899
156,TSB2-1,156,349,311978.2819,0.0587,0.0707,0.0120,0.0650,0.0028,22.6921
157,TSB2-2,157,110,98331.2636,0.0585,0.0727,0.0142,0.0678,0.0041,7.4590
158,TSB2-3,158,120,107270.4694,0.0599,0.0748,0.0149,0.0704,0.0038,8.4457
159,TSB2-4,159,92,82240.6932,0.0649,0.0769,0.0120,0.0731,0.0032,6.7230
160,TSB2-5,160,113,101013.0254,0.0646,0.0790,0.0143,0.0747,0.0036,8.4419
161,TSB2-6,161,115,102800.8665,0.0661,0.0817,0.0156,0.0770,0.0039,8.8603
162,TSB2-7,162,113,101013.0254,0.0690,0.0838,0.0147,0.0794,0.0037,8.9689
163,TSB2-8,163,108,96543.4225,0.0704,0.0858,0.0154,0.0815,0.0038,8.7967
164,TSB2-9,164,115,102800.8665,0.0684,0.0877,0.0193,0.0820,0.0051,9.4294
165,TSA3-1,165,149,133194.1662,0.0510,0.0612,0.0102,0.0558,0.0026,8.3081
166,TSA3-2,166,83,74195.4080,0.0496,0.0617,0.0122,0.0539,0.0035,4.4767
167,TSA3-3,167,56,50059.5524,0.0484,0.0584,0.0100,0.0511,0.0026,2.8623
168,TSA3-4,168,77,68831.8845,0.0472,0.0597,0.0125,0.0509,0.0035,3.9176
169,TSA3-5,169,104,92967.7402,0.0466,0.0623,0.0157,0.0541,0.0051,5.6219
170,TSA3-6,170,110,98331.2636,0.0457,0.0628,0.0171,0.0526,0.0056,5.7836
171,TSA3-7,171,106,94755.5813,0.0442,0.0617,0.0175,0.0490,0.0047,5.1970
172,TSB3-1,172,40,35756.8231,0.0532,0.0540,0.0008,0.0535,0.0002,2.1392
173,TSB3-2,173,53,47377.7907,0.0524,0.0532,0.0008,0.0528,0.0002,2.8002
174,TSB3-3,174,48,42908.1878,0.0515,0.0526,0.0011,0.0520,0.0003,2.4983
175,TSB3-4,175,24,21454.0939,0.0507,0.0515,0.0008,0.0512,0.0002,1.2283
176,TSB3-5,176,36,32181.1408,0.0497,0.0514,0.0018,0.0505,0.0004,1.8168
177,TSB3-6,177,93,83134.6138,0.0483,0.0518,0.0035,0.0498,0.0009,4.6311
178,TSB3-7,178,93,83134.6138,0.0478,0.0523,0.0045,0.0496,0.0013,4.6163
179,TSB3-8,179,85,75983.2492,0.0464,0.0496,0.0032,0.0475,0.0006,4.0341
180,TSB3-9,180,78,69725.8051,0.0450,0.0487,0.0037,0.0462,0.0007,3.6038
181,TSB3-10,181,99,88498.1373,0.0434,0.0480,0.0046,0.0449,0.0009,4.4471
182,TDB4-7,182,730,652562.0222,0.0615,0.0713,0.0098,0.0653,0.0025,47.6992
183,TDB4-6,183,16,14302.7293,0.0667,0.0716,0.0049,0.0696,0.0014,1.1134
184,TDB4-5,184,11,9833.1264,0.0680,0.0719,0.0039,0.0703,0.0012,0.7738
185,TDB4-4,185,8,7151.3646,0.0693,0.0725,0.0033,0.0714,0.0010,0.5712
186,TDB4-3,186,6,5363.5235,0.0699,0.0732,0.0033,0.0717,0.0011,0.4299
187,TDB4-2,187,3,2681.7617,0.0717,0.0732,0.0016,0.0725,0.0007,0.2176
188,TDA4-11,188,865,773241.3003,0.0594,0.0648,0.0054,0.0621,0.0012,53.6836
189,TDA4-12,189,109,97437.3430,0.0598,0.0651,0.0054,0.0636,0.0014,6.9300
190,TDA4-13,190,107,95649.5019,0.0602,0.0654,0.0052,0.0640,0.0013,6.8515
191,TDA4-14,191,101,90285.9784,0.0608,0.0656,0.0049,0.0643,0.0013,6.4963
192,TDA4-15,192,115,102800.8665,0.0603,0.0658,0.0055,0.0641,0.0016,7.3672
193,TD5-1,193,876,783074.4267,0.0535,0.0592,0.0057,0.0559,0.0013,48.9553
194,TD5-2,194,166,148390.8160,0.0550,0.0603,0.0052,0.0584,0.0014,9.6988
195,TD5-3,195,126,112633.9929,0.0553,0.0610,0.0058,0.0592,0.0015,7.4619
196,TD5-4,196,110,98331.2636,0.0545,0.0616,0.0071,0.0591,0.0022,6.5008
197,TD5-5,197,112,100119.1048,0.0551,0.0623,0.0072,0.0602,0.0019,6.7393
198,TD5-6,198,116,103694.7871,0.0565,0.0629,0.0064,0.0611,0.0015,7.0877
199,TD5-7,199,118,105482.6283,0.0574,0.0636,0.0062,0.0619,0.0014,7.3017
200,TD5-8,200,106,94755.5813,0.0573,0.0641,0.0067,0.0622,0.0017,6.5891
201,TD5-9,201,98,87604.2167,0.0578,0.0644,0.0066,0.0625,0.0018,6.1280
202,TD5-10,202,113,101013.0254,0.0596,0.0649,0.0053,0.0634,0.0012,7.1677
203,TD5-11,203,116,103694.7871,0.0583,0.0652,0.0069,0.0628,0.0021,7.2823
204,TD5-12,204,120,107270.4694,0.0595,0.0655,0.0060,0.0639,0.0016,7.6625
205,TD5-13,205,106,94755.5813,0.0591,0.0657,0.0066,0.0639,0.0018,6.7760
206,TDA4-1,206,51,45589.9495,0.0607,0.0633,0.0026,0.0616,0.0006,3.1394
207,TDA4-2,207,55,49165.6318,0.0601,0.0631,0.0030,0.0613,0.0008,3.3703
208,TDA4-3,208,46,41120.3466,0.0601,0.0640,0.0039,0.0614,0.0008,2.8232
209,TDA4-4,209,33,29499.3791,0.0600,0.0619,0.0019,0.0606,0.0004,1.9984
210,TDA4-5,210,48,42908.1878,0.0592,0.0623,0.0031,0.0600,0.0007,2.8822
211,TDA4-6,211,66,58998.7582,0.0581,0.0631,0.0051,0.0594,0.0011,3.9216
212,TDA4-7,212,6,5363.5235,0.0586,0.0599,0.0014,0.0593,0.0005,0.3558
213,TDA4-8,213,11,9833.1264,0.0587,0.0604,0.0017,0.0595,0.0005,0.6548
214,TDA4-9,214,9,8045.2852,0.0589,0.0609,0.0020,0.0601,0.0006,0.5405
215,TDA4-10,215,3,2681.7617,0.0603,0.0612,0.0009,0.0608,0.0004,0.1824
216,TD6-1,216,132,117997.5164,0.0531,0.0544,0.0013,0.0538,0.0004,7.1001
217,TD6-2,217,112,100119.1048,0.0527,0.0545,0.0017,0.0534,0.0004,5.9782
218,TD6-3,218,115,102800.8665,0.0519,0.0542,0.0022,0.0527,0.0005,6.0647
219,TD6-4,219,106,94755.5813,0.0510,0.0530,0.0020,0.0518,0.0005,5.4933
220,TD6-5,220,113,101013.0254,0.0499,0.0528,0.0029,0.0510,0.0006,5.7582
221,TD6-6,221,114,101906.9459,0.0487,0.0523,0.0036,0.0499,0.0007,5.6917
222,TD6-7,222,100,89392.0578,0.0480,0.0531,0.0051,0.0498,0.0014,4.9765
223,TD6-8,223,82,73301.4874,0.0480,0.0534,0.0054,0.0507,0.0016,4.1604
224,TD6-9,224,91,81346.7726,0.0467,0.0518,0.0050,0.0482,0.0011,4.3819
225,TD6-10,225,117,104588.7077,0.0452,0.0509,0.0057,0.0469,0.0012,5.4873
226,TTB1-1,226,882,788437.9502,0.3775,0.5511,0.1736,0.4722,0.0432,416.4607
227,TTB1-2,227,366,327174.9317,0.3147,0.4816,0.1669,0.3748,0.0350,137.1920
228,TTB1-3,228,178,159117.8630,0.3493,0.5002,0.1509,0.4391,0.0366,78.1591
229,TTB1-4,229,293,261918.7295,0.4340,0.5330,0.0989,0.5084,0.0195,148.9755
230,TTB1-5,230,246,219904.4623,0.3510,0.5231,0.1721,0.4444,0.0474,109.3152
231,TTB2-1,231,736,657925.5457,0.5200,0.6306,0.1107,0.5857,0.0252,431.1003
232,TTB2-2,232,346,309296.5201,0.5781,0.6492,0.0711,0.6291,0.0142,217.6676
233,TTB2-3,233,362,323599.2494,0.6173,0.6568,0.0395,0.6442,0.0097,233.2115
234,TTB2-4,234,356,318235.7259,0.6303,0.6569,0.0266,0.6495,0.0057,231.2246
235,TTB2-5,235,363,324493.1700,0.6259,0.6503,0.0244,0.6387,0.0063,231.8537
236,TTB2-6,236,370,330750.6140,0.5918,0.6412,0.0494,0.6155,0.0111,227.7459
237,TTB2-7,237,350,312872.2024,0.5456,0.6156,0.0700,0.5774,0.0152,202.0977
238,TTB2-8,238,285,254767.3648,0.5027,0.5949,0.0922,0.5372,0.0194,153.1015
239,TTB3-1,239,272,243146.3973,0.5287,0.6313,0.1026,0.5814,0.0273,158.1358
240,TTB3-2,240,315,281584.9822,0.5190,0.6330,0.1139,0.5736,0.0321,180.6743
241,TTB3-3,241,348,311084.3613,0.5113,0.6302,0.1190,0.5673,0.0330,197.4296
242,TTB3-4,242,315,281584.9822,0.5048,0.6263,0.1215,0.5628,0.0342,177.2807
243,TTB3-5,243,351,313766.1230,0.4816,0.6235,0.1420,0.5406,0.0370,189.7654
244,TTB3-6,244,300,268176.1735,0.4703,0.6119,0.1415,0.5308,0.0365,159.2357
245,TTB3-7,245,263,235101.1121,0.4532,0.5688,0.1156,0.5026,0.0300,132.1938
246,TTB3-8,246,59,52741.3141,0.4858,0.5342,0.0484,0.5081,0.0120,29.9766
247,TTB4-1,247,170,151966.4983,0.5333,0.6044,0.0712,0.5638,0.0182,95.8417
248,TTB4-2,248,345,308402.5996,0.5331,0.6156,0.0825,0.5760,0.0203,198.7286
249,TTB4-3,249,582,520261.7766,0.5398,0.6148,0.0751,0.5721,0.0193,332.9412
250,TTB4-4,250,344,307508.6790,0.5056,0.5636,0.0580,0.5326,0.0121,183.2003
251,TTB4-5,251,356,318235.7259,0.4617,0.5391,0.0773,0.4980,0.0176,177.3005
252,TTB4-6,252,335,299463.3938,0.4123,0.5137,0.1013,0.4538,0.0217,152.0199
253,TTB4-7,253,367,328068.8523,0.3560,0.4821,0.1261,0.4051,0.0269,148.6549
254,TTB4-8,254,360,321811.4082,0.2948,0.4285,0.1337,0.3446,0.0263,124.0601
255,TTB4-9,255,368,328962.7729,0.2383,0.3777,0.1393,0.2883,0.0285,106.0979
256,TTB5-1,256,877,783968.3473,0.6041,0.8611,0.2570,0.7365,0.0650,645.9394
257,TTB5-2,257,353,315553.9642,0.5109,0.6780,0.1671,0.5821,0.0366,205.4683
258,TTB5-3,258,357,319129.6465,0.4209,0.6268,0.2059,0.4928,0.0407,175.9134
259,TTB5-4,259,328,293205.9497,0.3439,0.5245,0.1806,0.4075,0.0367,133.6505
260,TTB5-5,260,345,308402.5996,0.2711,0.4400,0.1690,0.3305,0.0335,114.0129
261,TTB5-6,261,327,292312.0291,0.2112,0.3471,0.1358,0.2605,0.0283,85.1884
262,TTB5-7,262,359,320917.4877,0.1603,0.3576,0.1972,0.2180,0.0423,78.2644
263,TTB5-8,263,365,326281.0111,0.1218,0.2922,0.1704,0.1703,0.0370,62.1704
264,TTB5-9,264,369,329856.6934,0.0927,0.2053,0.1126,0.1245,0.0231,45.9583
265,TTB5-10,265,334,298569.4732,0.0774,0.1567,0.0793,0.1011,0.0181,33.7791
266,TTB6-1,266,344,307508.6790,0.7516,0.9148,0.1632,0.8609,0.0346,296.1634
267,TTB6-2,267,365,326281.0111,0.8045,0.9522,0.1477,0.9073,0.0325,331.1485
268,TTB6-3,268,363,324493.1700,0.8586,0.9700,0.1113,0.9388,0.0262,340.7970
269,TTB6-4,269,358,320023.5671,0.8877,0.9724,0.0847,0.9462,0.0237,338.7458
270,TTB6-5,270,376,336114.1375,0.9276,0.9719,0.0443,0.9569,0.0111,359.7902
271,TTB6-6,271,366,327174.9317,0.9073,0.9608,0.0535,0.9355,0.0137,342.3862
272,TTB6-7,272,358,320023.5671,0.8550,0.9463,0.0913,0.8967,0.0204,321.0227
273,TTB6-8,273,360,321811.4082,0.8103,0.9434,0.1332,0.8638,0.0318,310.9651
274,TTB6-9,274,355,317341.8053,0.7346,0.8862,0.1517,0.7939,0.0315,281.8214
275,TTB7-1,275,882,788437.9502,0.6485,0.8880,0.2395,0.7724,0.0608,681.2912
276,TTB7-2,276,357,319129.6465,0.6558,0.8929,0.2371,0.7761,0.0689,277.0587
277,TTB7-3,277,356,318235.7259,0.6041,0.8582,0.2541,0.6984,0.0637,248.6448
278,TTB7-4,278,357,319129.6465,0.6295,0.8849,0.2553,0.7709,0.0722,275.1946
279,TTB7-5,279,347,310190.4407,0.5689,0.8213,0.2524,0.6615,0.0626,229.5501
280,TTB7-6,280,347,310190.4407,0.4828,0.7294,0.2466,0.5702,0.0556,197.8535
281,TTB7-7,281,347,310190.4407,0.4167,0.7071,0.2904,0.5176,0.0703,179.6008
282,TTB7-8,282,351,313766.1230,0.4192,0.7395,0.3203,0.5745,0.0922,201.6615
283,TTB7-9,283,333,297675.5526,0.3392,0.6063,0.2671,0.4270,0.0607,142.1819
