OBJECTID,OBJECTID_1,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
115,TDA3-7,115,221,197556.4478,0.0311,0.0417,0.0106,0.0342,0.0023,7.5547
116,TDA3-8,116,226,202026.0507,0.0291,0.0396,0.0105,0.0325,0.0026,7.3364
117,TDA3-9,117,189,168950.9893,0.0276,0.0401,0.0125,0.0316,0.0034,5.9653
118,TSA1-1,118,3508,3135873.389,0.0464,0.0694,0.0229,0.0545,0.0048,191.0833
119,TSA1-2,119,231,206495.6536,0.0450,0.0655,0.0205,0.0479,0.0041,11.0749
120,TSA1-3,120,237,211859.1771,0.0434,0.0576,0.0143,0.0455,0.0022,10.7881
121,TSA1-4,121,228,203813.8919,0.0418,0.0484,0.0066,0.0440,0.0016,10.0222
122,TSA1-5,122,217,193980.7655,0.0401,0.0476,0.0075,0.0423,0.0016,9.1828
123,TSA1-6,123,217,193980.7655,0.0384,0.0495,0.0111,0.0410,0.0022,8.8917
124,TSA1-7,124,242,216328.78,0.0364,0.0481,0.0117,0.0391,0.0022,9.4714
125,TSA1-8,125,257,229737.5887,0.0342,0.0447,0.0105,0.0374,0.0023,9.5999
126,TSA1-9,126,213,190405.0832,0.0325,0.0476,0.0151,0.0360,0.0031,7.6642
127,TSA1-10,127,225,201132.1301,0.0304,0.0426,0.0122,0.0335,0.0023,7.5452
128,TSA1-11,128,200,178784.1157,0.0286,0.0406,0.0120,0.0318,0.0026,6.3598
129,TSA1-12,129,224,200238.2096,0.0265,0.0408,0.0143,0.0303,0.0031,6.7811
130,TSB1-1,130,1002,895708.4196,0.0468,0.0741,0.0273,0.0574,0.0085,57.5633
131,TSB1-2,131,219,195768.6067,0.0452,0.0710,0.0257,0.0496,0.0052,10.8652
132,TSB1-3,132,235,210071.3359,0.0437,0.0706,0.0270,0.0496,0.0068,11.6631
133,TSB1-4,133,220,196662.5273,0.0419,0.0672,0.0254,0.0463,0.0047,10.1908
134,TSB1-5,134,223,199344.289,0.0403,0.0692,0.0289,0.0467,0.0071,10.4156
135,TSB1-6,135,237,211859.1771,0.0383,0.0674,0.0291,0.0445,0.0068,10.5428
136,TSB1-7,136,224,200238.2096,0.0365,0.0702,0.0337,0.0452,0.0092,10.1277
137,TSB1-8,137,234,209177.4153,0.0349,0.0713,0.0364,0.0462,0.0111,10.8186
138,TSB1-9,138,218,194874.6861,0.0338,0.0723,0.0385,0.0504,0.0131,10.9825
139,TSB1-10,139,216,193086.8449,0.0316,0.0696,0.0381,0.0394,0.0084,8.5046
140,TSB1-11,140,228,203813.8919,0.0296,0.0685,0.0389,0.0390,0.0098,8.8981
141,TSB1-12,141,225,201132.1301,0.0283,0.0707,0.0425,0.0414,0.0124,9.3092
142,TSB1-13,142,235,210071.3359,0.0267,0.0697,0.0431,0.0382,0.0117,8.9844
143,TSB1-14,143,217,193980.7655,0.0254,0.0703,0.0449,0.0398,0.0128,8.6290
144,TSB1-15,144,231,206495.6536,0.0246,0.0709,0.0463,0.0399,0.0136,9.2227
145,TSA2-1,145,280,250297.762,0.0241,0.0396,0.0155,0.0281,0.0031,7.8723
146,TSA2-2,146,239,213647.0182,0.0219,0.0373,0.0154,0.0259,0.0034,6.1881
147,TSA2-3,147,226,202026.0507,0.0201,0.0385,0.0184,0.0248,0.0044,5.6092
148,TSA2-4,148,227,202919.9713,0.0180,0.0321,0.0141,0.0219,0.0032,4.9620
149,TSA2-5,149,232,207389.5742,0.0162,0.0327,0.0165,0.0205,0.0039,4.7491
150,TSA2-6,150,221,197556.4478,0.0142,0.0297,0.0155,0.0179,0.0032,3.9650
151,TSA2-7,151,228,203813.8919,0.0122,0.0273,0.0150,0.0161,0.0032,3.6599
152,TSA2-8,152,244,218116.6211,0.0103,0.0266,0.0164,0.0141,0.0033,3.4506
153,TSA2-9,153,218,194874.6861,0.0090,0.0303,0.0214,0.0145,0.0054,3.1666
154,TSA2-10,154,214,191299.0038,0.0074,0.0194,0.0120,0.0106,0.0027,2.2597
155,TSB2-1,155,531,474671.8271,0.0586,0.0817,0.0231,0.0739,0.0050,39.2471
156,TSB2-2,156,189,168950.9893,0.0566,0.0838,0.0272,0.0750,0.0079,14.1778
157,TSB2-3,157,228,203813.8919,0.0546,0.0864,0.0318,0.0767,0.0086,17.4881
158,TSB2-4,158,169,151072.5778,0.0555,0.0877,0.0322,0.0795,0.0079,13.4314
159,TSB2-5,159,219,195768.6067,0.0575,0.0902,0.0327,0.0812,0.0083,17.7835
160,TSB2-6,160,201,179678.0363,0.0661,0.0920,0.0259,0.0845,0.0064,16.9798
161,TSB2-7,161,214,191299.0038,0.0613,0.0937,0.0324,0.0843,0.0086,18.0379
162,TSB2-8,162,221,197556.4478,0.0648,0.0958,0.0310,0.0869,0.0080,19.2120
163,TSB2-9,163,225,201132.1301,0.0585,0.0973,0.0388,0.0843,0.0116,18.9617
164,TSA3-1,164,100,89392.05784,0.0457,0.0579,0.0122,0.0519,0.0030,5.1855
165,TSA3-2,165,75,67044.04338,0.0432,0.0589,0.0157,0.0497,0.0045,3.7269
166,TSA3-3,166,63,56316.99644,0.0408,0.0588,0.0180,0.0469,0.0050,2.9559
167,TSA3-4,167,93,83134.61379,0.0390,0.0599,0.0209,0.0464,0.0060,4.3167
168,TSA3-5,168,121,108164.39,0.0378,0.0622,0.0243,0.0477,0.0074,5.7685
169,TSA3-6,169,145,129618.4839,0.0361,0.0639,0.0278,0.0462,0.0085,6.6951
170,TSA3-7,170,153,136769.8485,0.0343,0.0645,0.0302,0.0432,0.0085,6.6045
171,TSB3-1,171,35,31287.22024,0.0479,0.0491,0.0012,0.0484,0.0003,1.6948
172,TSB3-2,172,60,53635.23471,0.0466,0.0479,0.0013,0.0473,0.0004,2.8401
173,TSB3-3,173,63,56316.99644,0.0453,0.0472,0.0019,0.0462,0.0005,2.9086
174,TSB3-4,174,23,20560.1733,0.0442,0.0454,0.0013,0.0448,0.0003,1.0310
175,TSB3-5,175,44,39332.50545,0.0428,0.0459,0.0032,0.0442,0.0008,1.9437
176,TSB3-6,176,139,124254.9604,0.0407,0.0466,0.0060,0.0432,0.0015,6.0068
177,TSB3-7,177,152,135875.9279,0.0398,0.0470,0.0072,0.0428,0.0021,6.5097
178,TSB3-8,178,120,107270.4694,0.0379,0.0439,0.0060,0.0398,0.0014,4.7739
179,TSB3-9,179,93,83134.61379,0.0362,0.0414,0.0052,0.0378,0.0011,3.5159
180,TSB3-10,180,130,116209.6752,0.0341,0.0430,0.0088,0.0366,0.0020,4.7636
181,TDB4-7,181,1332,1190702.21,0.0532,0.0643,0.0111,0.0604,0.0021,80.4436
182,TDB4-6,182,7,6257.444049,0.0612,0.0648,0.0036,0.0630,0.0012,0.4408
183,TDB4-5,183,6,5363.523471,0.0623,0.0652,0.0029,0.0638,0.0010,0.3826
184,TDB4-4,184,2,1787.841157,0.0646,0.0651,0.0005,0.0648,0.0003,0.1296
185,TDB4-3,185,5,4469.602892,0.0634,0.0660,0.0027,0.0647,0.0010,0.3234
186,TDB4-2,186,2,1787.841157,0.0649,0.0654,0.0005,0.0652,0.0002,0.1304
187,TDA4-11,187,2061,1842370.312,0.0524,0.0659,0.0135,0.0612,0.0034,126.0492
188,TDA4-12,188,223,199344.289,0.0523,0.0659,0.0135,0.0621,0.0036,13.8384
189,TDA4-13,189,207,185041.5597,0.0530,0.0658,0.0129,0.0622,0.0035,12.8710
190,TDA4-14,190,214,191299.0038,0.0535,0.0657,0.0122,0.0622,0.0033,13.3040
191,TDA4-15,191,217,193980.7655,0.0524,0.0655,0.0131,0.0611,0.0041,13.2541
192,TD5-1,192,3510,3137661.23,0.0482,0.0626,0.0144,0.0546,0.0033,191.7194
193,TD5-2,193,330,294993.7909,0.0498,0.0635,0.0137,0.0589,0.0038,19.4241
194,TD5-3,194,255,227949.7475,0.0490,0.0641,0.0151,0.0594,0.0041,15.1516
195,TD5-4,195,217,193980.7655,0.0482,0.0645,0.0163,0.0582,0.0053,12.6311
196,TD5-5,196,214,191299.0038,0.0483,0.0648,0.0165,0.0599,0.0046,12.8156
197,TD5-6,197,227,202919.9713,0.0498,0.0652,0.0154,0.0610,0.0040,13.8505
198,TD5-7,198,199,177890.1951,0.0506,0.0653,0.0147,0.0606,0.0036,12.0612
199,TD5-8,199,129,115315.7546,0.0498,0.0650,0.0152,0.0591,0.0042,7.6248
200,TD5-9,200,112,100119.1048,0.0496,0.0646,0.0150,0.0583,0.0041,6.5336
201,TD5-10,201,102,91179.899,0.0522,0.0641,0.0119,0.0594,0.0029,6.0620
202,TD5-11,202,100,89392.05784,0.0498,0.0634,0.0136,0.0555,0.0036,5.5512
203,TD5-12,203,75,67044.04338,0.0506,0.0633,0.0127,0.0575,0.0037,4.3088
204,TD5-13,204,63,56316.99644,0.0504,0.0626,0.0122,0.0563,0.0035,3.5480
205,TDA4-1,205,14,12514.8881,0.0523,0.0536,0.0012,0.0529,0.0004,0.7408
206,TDA4-2,206,21,18772.33215,0.0521,0.0566,0.0045,0.0542,0.0017,1.1390
207,TDA4-3,207,33,29499.37909,0.0543,0.0588,0.0045,0.0554,0.0010,1.8298
208,TDA4-4,208,25,22348.01446,0.0533,0.0571,0.0038,0.0543,0.0009,1.3564
209,TDA4-5,209,59,52741.31413,0.0521,0.0593,0.0073,0.0538,0.0017,3.1713
210,TDA4-6,210,89,79558.93148,0.0505,0.0599,0.0094,0.0529,0.0021,4.7074
211,TDA4-7,211,3,2681.761735,0.0529,0.0544,0.0015,0.0537,0.0006,0.1610
212,TDA4-8,212,10,8939.205784,0.0525,0.0554,0.0029,0.0540,0.0010,0.5400
213,TDA4-9,213,10,8939.205784,0.0530,0.0565,0.0035,0.0548,0.0010,0.5481
214,TDA4-10,214,2,1787.841157,0.0560,0.0567,0.0007,0.0564,0.0003,0.1127
215,TD6-1,215,262,234207.1915,0.0476,0.0503,0.0027,0.0489,0.0007,12.8121
216,TD6-2,216,233,208283.4948,0.0468,0.0502,0.0034,0.0482,0.0009,11.2308
217,TD6-3,217,219,195768.6067,0.0457,0.0500,0.0044,0.0471,0.0010,10.3223
218,TD6-4,218,214,191299.0038,0.0442,0.0477,0.0035,0.0455,0.0008,9.7454
219,TD6-5,219,225,201132.1301,0.0426,0.0482,0.0056,0.0444,0.0012,9.9921
220,TD6-6,220,222,198450.3684,0.0409,0.0475,0.0067,0.0429,0.0014,9.5266
221,TD6-7,221,195,174314.5128,0.0398,0.0487,0.0090,0.0429,0.0025,8.3752
222,TD6-8,222,147,131406.325,0.0400,0.0497,0.0097,0.0448,0.0027,6.5793
223,TD6-9,223,181,161799.6247,0.0382,0.0472,0.0090,0.0406,0.0020,7.3512
224,TD6-10,224,223,199344.289,0.0364,0.0479,0.0116,0.0393,0.0024,8.7553
225,TTB1-1,225,3513,3140342.992,0.2840,0.6111,0.3271,0.4775,0.0797,1677.4183
226,TTB1-2,226,748,668652.5927,0.2261,0.5258,0.2996,0.3223,0.0665,241.0943
227,TTB1-3,227,316,282478.9028,0.3054,0.5577,0.2523,0.4903,0.0596,154.9404
228,TTB1-4,228,538,480929.2712,0.4645,0.5958,0.1313,0.5603,0.0181,301.4205
229,TTB1-5,229,452,404052.1014,0.2688,0.6136,0.3448,0.4791,0.0977,216.5465
230,TTB2-1,230,1549,1384682.976,0.4974,0.6554,0.1580,0.6111,0.0298,946.6527
231,TTB2-2,231,698,623956.5637,0.5277,0.6569,0.1292,0.6301,0.0261,439.8301
232,TTB2-3,232,737,658819.4663,0.5822,0.6545,0.0723,0.6255,0.0212,460.9899
233,TTB2-4,233,714,638259.293,0.5830,0.6408,0.0578,0.6171,0.0125,440.5942
234,TTB2-5,234,730,652562.0222,0.5695,0.6120,0.0425,0.5898,0.0107,430.5736
235,TTB2-6,235,754,674016.1161,0.5160,0.5925,0.0765,0.5518,0.0165,416.0439
236,TTB2-7,236,706,631107.9284,0.4553,0.5654,0.1101,0.5006,0.0224,353.4291
237,TTB2-8,237,581,519367.8561,0.4035,0.5651,0.1616,0.4529,0.0314,263.1346
238,TTB3-1,238,320,286054.5851,0.4497,0.5755,0.1258,0.5221,0.0317,167.0699
239,TTB3-2,239,439,392431.1339,0.4232,0.5723,0.1491,0.4980,0.0410,218.6278
240,TTB3-3,240,502,448748.1304,0.4138,0.5632,0.1494,0.4809,0.0410,241.4184
241,TTB3-4,241,380,339689.8198,0.4072,0.5407,0.1335,0.4653,0.0356,176.8017
242,TTB3-5,242,447,399582.4986,0.3792,0.5118,0.1326,0.4339,0.0339,193.9419
243,TTB3-6,243,303,270857.9353,0.3675,0.4768,0.1093,0.4137,0.0282,125.3462
244,TTB3-7,244,294,262812.6501,0.3480,0.4418,0.0937,0.3883,0.0240,114.1657
245,TTB3-8,245,29,25923.69677,0.3894,0.4183,0.0289,0.4033,0.0075,11.6959
246,TTB4-1,246,145,129618.4839,0.5511,0.5832,0.0321,0.5634,0.0086,81.6899
247,TTB4-2,247,463,413885.2278,0.5358,0.5825,0.0467,0.5547,0.0114,256.8316
248,TTB4-3,248,1043,932359.1633,0.4728,0.5852,0.1124,0.5270,0.0252,549.6333
249,TTB4-4,249,685,612335.5962,0.4279,0.5660,0.1381,0.4892,0.0380,335.1198
250,TTB4-5,250,721,644516.737,0.3738,0.5659,0.1922,0.4455,0.0473,321.2276
251,TTB4-6,251,681,608759.9139,0.3170,0.5210,0.2039,0.3879,0.0461,264.1903
252,TTB4-7,252,746,666864.7515,0.2608,0.5167,0.2559,0.3437,0.0591,256.4330
253,TTB4-8,253,730,652562.0222,0.2049,0.4208,0.2159,0.2754,0.0476,201.0391
254,TTB4-9,254,748,668652.5927,0.1607,0.4042,0.2436,0.2300,0.0533,172.0068
255,TTB5-1,255,3513,3140342.992,0.4646,0.9434,0.4789,0.7207,0.1237,2531.6603
256,TTB5-2,256,708,632895.7695,0.3765,0.6473,0.2708,0.4676,0.0543,331.0492
257,TTB5-3,257,727,649880.2605,0.2936,0.6212,0.3275,0.3866,0.0626,281.0894
258,TTB5-4,258,667,596245.0258,0.2323,0.5039,0.2717,0.3137,0.0559,209.2419
259,TTB5-5,259,702,627532.246,0.1790,0.4203,0.2412,0.2514,0.0502,176.4946
260,TTB5-6,260,666,595351.1052,0.1372,0.3664,0.2292,0.1943,0.0426,129.4206
261,TTB5-7,261,714,638259.293,0.1028,0.4080,0.3052,0.1750,0.0692,124.9578
262,TTB5-8,262,734,656137.7046,0.0825,0.3954,0.3129,0.1500,0.0679,110.1027
263,TTB5-9,263,750,670440.4338,0.0687,0.2827,0.2141,0.1139,0.0433,85.4366
264,TTB5-10,264,646,577472.6937,0.0586,0.1668,0.1082,0.0928,0.0257,59.9178
265,TTB6-1,265,691,617699.1197,0.6844,0.9676,0.2832,0.8992,0.0599,621.3197
266,TTB6-2,266,738,659713.3869,0.7261,0.9724,0.2464,0.9140,0.0599,674.5283
267,TTB6-3,267,729,651668.1017,0.7637,0.9714,0.2077,0.9160,0.0517,667.7923
268,TTB6-4,268,723,646304.5782,0.7847,0.9585,0.1738,0.8955,0.0477,647.4611
269,TTB6-5,269,735,657031.6251,0.8315,0.9415,0.1100,0.8982,0.0274,660.1423
270,TTB6-6,270,748,668652.5927,0.7953,0.9069,0.1116,0.8520,0.0297,637.2937
271,TTB6-7,271,722,645410.6576,0.7221,0.8957,0.1736,0.7935,0.0394,572.9149
272,TTB6-8,272,727,649880.2605,0.6667,0.8982,0.2315,0.7601,0.0589,552.5760
273,TTB6-9,273,710,634683.6107,0.5852,0.8408,0.2555,0.6737,0.0560,478.2947
274,TTB7-1,274,1858,1660904.435,0.5092,0.8259,0.3167,0.6598,0.0755,1225.8968
275,TTB7-2,275,538,480929.2712,0.5091,0.8308,0.3217,0.6579,0.0934,353.9683
276,TTB7-3,276,687,614123.4374,0.4541,0.8302,0.3761,0.5855,0.1017,402.2217
277,TTB7-4,277,481,429975.7982,0.4733,0.8245,0.3511,0.6494,0.0986,312.3455
278,TTB7-5,278,662,591775.4229,0.4095,0.8103,0.4008,0.5413,0.1041,358.3527
279,TTB7-6,279,713,637365.3724,0.3285,0.7636,0.4351,0.4400,0.0914,313.7551
280,TTB7-7,280,692,618593.0403,0.2662,0.7719,0.5056,0.4062,0.1214,281.1104
281,TTB7-8,281,646,577472.6937,0.2604,0.8037,0.5433,0.4993,0.1570,322.5605
282,TTB7-9,282,649,580154.4554,0.1927,0.6497,0.4570,0.3023,0.0987,196.2144
283,TTB8-1,283,1087,971691.6687,0.4389,0.8849,0.4460,0.6665,0.1061,724.5372
