OBJECTID,OBJECTID_1,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
284,TTB8-5,284,146,130512.4044,0.6236,0.7155,0.0919,0.6633,0.0223,96.8457
285,TTB8-6,285,132,117997.5164,0.5995,0.6736,0.0741,0.6322,0.0171,83.4474
286,TTB8-7,286,99,88498.13726,0.5724,0.6313,0.0589,0.5962,0.0132,59.0285
287,TTB8-8,287,113,101013.0254,0.5299,0.5877,0.0578,0.5533,0.0145,62.5259
288,TTB8-9,288,150,134088.0868,0.4791,0.5379,0.0588,0.5048,0.0142,75.7224
289,TTA1-3,289,107,95649.50189,0.1656,0.3056,0.1400,0.2345,0.0416,25.0942
290,TTA1-4,290,142,126936.7221,0.1550,0.3031,0.1481,0.2275,0.0429,32.3056
291,TTA1-5,291,13,11620.96752,0.2607,0.3021,0.0414,0.2843,0.0129,3.6964
292,TTA3-2,292,82,73301.48743,0.2683,0.3008,0.0325,0.2862,0.0088,23.4695
293,TTA3-3,293,310,277115.3793,0.2274,0.2894,0.0620,0.2557,0.0142,79.2600
294,TTA3-4,294,656,586411.8994,0.1672,0.2654,0.0983,0.2121,0.0226,139.1612
295,TTA3-5,295,759,678485.719,0.1177,0.2540,0.1364,0.1715,0.0331,130.1543
296,TTA3-6,296,495,442490.6863,0.1012,0.2484,0.1471,0.1608,0.0408,79.5775
297,TTA3-7,297,874,781286.5855,0.0579,0.2345,0.1767,0.1131,0.0416,98.8645
298,TTA6-1,298,348,311084.3613,0.3503,0.4633,0.1129,0.3967,0.0282,138.0603
299,TTA6-2,299,423,378128.4047,0.2877,0.3915,0.1038,0.3295,0.0211,139.3749
300,TTA6-3,300,820,733014.8743,0.2097,0.4100,0.2003,0.2806,0.0411,230.0906
301,TTA6-4,301,958,856375.9141,0.1427,0.4107,0.2680,0.2287,0.0586,219.0929
302,TTA6-5,302,1035,925207.7987,0.0825,0.3505,0.2680,0.1631,0.0569,168.8573
303,TTA6-6,303,960,858163.7553,0.0414,0.3128,0.2714,0.1100,0.0580,105.6200
304,TTA6-7,304,1050,938616.6073,0.0123,0.2327,0.2204,0.0646,0.0471,67.7786
305,TTA6-8,305,979,875148.2463,0.0025,0.2639,0.2614,0.0553,0.0612,54.1420
306,TTA6-9,306,1021,912692.9106,0.0001,0.2746,0.2745,0.0534,0.0641,54.5535
307,TTA6-10,307,1065,952025.416,0.0000,0.1976,0.1976,0.0278,0.0390,29.5632
308,TTA7-3,308,26,23241.93504,0.3578,0.3902,0.0324,0.3701,0.0091,9.6223
309,TTA7-4,309,153,136769.8485,0.2928,0.3563,0.0634,0.3223,0.0167,49.3169
310,TTA7-5,310,265,236888.9533,0.2335,0.3081,0.0746,0.2727,0.0163,72.2663
311,TTA7-6,311,310,277115.3793,0.1874,0.2705,0.0830,0.2306,0.0194,71.4928
312,TTA7-7,312,465,415673.069,0.1454,0.2501,0.1047,0.1967,0.0239,91.4717
313,TTA7-8,313,514,459475.1773,0.1263,0.2221,0.0958,0.1732,0.0229,89.0424
314,TTA7-9,314,434,387961.531,0.1292,0.1966,0.0674,0.1647,0.0153,71.4906
315,TTA7-10,315,422,377234.4841,0.1325,0.1747,0.0423,0.1564,0.0084,65.9974
